relative_path,size_bytes,sha256
summarize_recovery_log.txt,14744,259e397ec05e714f200d8a22ca9de362852f5e3f884a7f1798615a1ff0286d59
summarize_recovery_log2.txt,15494,78e705301ddc2349d4e483ddf71068d7b1892bd3eb034f742763e29bea3a9e48
trace_diag.py,5848,6324df46e59df21c06ad30afd3d32f25eea038d390fa08b69bdc9744d5673348
trace_diag_log.txt,1880,fc224f44ecef3fdc0bc432a85491f5852e45ae37eb8c89215d620672e970dc74
trace_diag_output.png,83209,6cf11365f96d6c75fa62eb43c66a0afef12ee5fe4025eca79a6f7bd1b2cfc979
v03_audit.py,8534,716228cfb601b0fb2453412e4892bc1162a01e8819a53f5ab8b5d8fabd7f61d5
v03_audit_log.txt,3364,50ffa905770175d52034c5aabf195efacf5715c5d04eda2be496de57c02ee3e6
v03_conditions_rasters.png,98302,d4f0ac6826b2217a9f902c84ac08b70d29e75be2eae7389571d561323c65f368
v03_cyclic_shift.py,5911,ec0f936fbc9e7f1f9f14fe386b90b30bc10874d3338149b3634337f797616cd9
v03_cyclic_shift_control.png,91801,734843b74c2af070102abbffae0b06cb67c153fa80f5b10517922cf6f32eff65
v03_cyclic_shift_log.txt,2152,58185402da894adcd289cc7ddeae3fc06ecb7799764bec3319df97f6590b0c98
v03_cyclic_shift_log2.txt,4149,3bd1346e2fafdf690ce032cdb455a7bc197d2873a307383237170f710938d041
v03_full_autocorr.png,212467,64e4bd0a3f49b488db26eac6f6b3a02700fde6d8e0850291050997f4bcdfcaa0
v03_isi_distributions.png,49751,8696ccc764713a31196fc9993572a4d3a311898bea71214274c05ffe3216c79b
v03_rhythm_origin.py,9770,bec6d0e19a5e3b5016b2ca06c6cc32b2a4ca80936ee4549c4e6df2ddd11ed019
v03_rhythm_origin_log.txt,1897,d75094b80b0f0a052545decc8145445df308d6d3428b7ec508c1abd67cc4aa8b
v04_all_windows.py,4426,ce43bc05a2d08a8600e83c5b685550f157765d9b72f41a378be5483cc5f62eb7
v04_all_windows_data.pkl,463413,b1d76805d4c836e061a56b2c730913023d8f78caeef06b1f9f147c881d262897
v04_all_windows_log.txt,199,55adb2773eec2618e26288793936f3422152f1f07d32f3c3c71a21f1036bdc0b
v04_audit.py,4330,fd8b88a3c97a53bbf3e98f4ad1d6bcd7bb12f82dec9f366a632b6af81261501b
v04_audit_log.txt,2663,a2f7d139c992082d27ac2b5f0c8a535c26aeeadf1a8cd7a08e083e47fbfbda31
v04_contrast_table.py,3507,6c76e3e53d08ed7dae39f7ebe938dfd6d9c8824c70b05f00140d302c3e2a3f7c
v04_contrast_table_log.txt,2547,49bd8cd618c5e7b98b909e84a4cf3b648c5dc10022f57e1c929662108ef28482
v04_final_data.pkl,273758,f7e18c0c5d66f1b189f38a42f48573e0288788542562f73d9befa88bcfa6f7d5
v04_four_windows_analysis.py,3311,3b4459d66d60542a375b6932b0a68969edae0c54aa3bb37b124924a3837ae30b
v04_four_windows_log.txt,4856,50efed4918aa207edd4f260353b5ef14f225439c615d103fe4b06b92fc9d41e0
v04_localization.py,12902,b8dad48e5eb5265861a697586e734bcea5c00f90b96541dd5739bff212dadd1d
v04_localization_log.txt,1414,a335b84ebec4e7f5b98dc9a2895c5815df3a91c48c9feeb6b0ced898c579a1f5
v04_localization_log2.txt,1675,8cbf231cdc4b3251f8715cc59912d516502f4202521df8d60d66a4cdb17ecd69
v04_minimal_audit.py,4426,4d4a26de56f35d0fcbeb0569f3053130e91f6a188b7a0a200e9bb76a215d94b0
v04_minimal_audit_log.txt,3869,2dc13e9cf0b81dd59cad57ca21aacc80920daf561c50fb5cec44f62cd5457e4f
v04_paired_analysis.py,5629,67567e9809e687465b5cd6b3dcb7b4bf8bbb54d2508fb6b18d5e0f4e104fb4c8
v04_paired_analysis_log.txt,5543,1f76afccfb92488b86addbfc1a1788c5727f72566cb77a68689e4bbc53b5eec6
v04_paired_log.txt,354,8b51f3eee68777ca63294a35e4590f8daa13cc441188addbe72ff659f10ef05a
v04_raw_paired_data.pkl,39679,f51add299dcb1670a5dcbac380211f6455d031132b76d909f92f9b3dcbe54ae9
v04_recompute_final.py,4221,c65d62bf22ff7251ee59f85d3b8a95d9ec9d47203236064ff8373d49fab46aef
v04_recompute_final_log.txt,192,85bd0cc7335adc1c78bacfce63e0afac665edcc2bfd66cf3e115bacdf3634e0d
v04_regional.py,9166,11365bab40454615d47010bafab8be9c71a082ac73420ea0a3b74a68f698204d
v04_regional_log.txt,1680,d356f01c0a48271d4be67c099b1edf07f68eff6763ebf2415496f53fbf861fbf
v04_regional_log2.txt,1681,170bbf2b0a5009ed1653fd6a68b9fdfe6af84053dab0c75e9a51619a2ce90650
v05_four_conditions.pkl,12963638,658a93f64262e691451c1a6ec2986bac84ee56c8da00a750d8440708dae93f9e
v05_growth_rules.py,7287,8f4210258417ad776a75e0133ae5f832a93f0303304ef5b0b5e5b5e1966bd657
v05_growth_rules_log.txt,487,7a7ba0527889da3bfe44f2921d8f87faecbf73d06c9e5fb254e352036a538217
v05_structure_comparison.png,37924,e4bf8a1b7fa62319b3884200e148e797fa07104de4b635faed8791b3493cbd91
v5f.py,7496,b2e0c70f6f27d502db9167f61b2dfc7ef132bbff96295f315e74ec6e388f6866
v5f_log.txt,1326,f4bf3c2d2ac356e6440ed4c99374859d9e85790aa84178b1e05e7f494c91a6d7
v05_functional.py,6015,1f1f4d8a534cd82a4044f14414e31b6490bfc6413735c4689f4efd90b63a9e6f
v05_pilot.py,8221,76a8c0e50b5ef63909f7e808302196216d90ef554102288bd6b2eae63f9552e2
v05_full_run.py,9428,3f391478183f525affbbee917420d2edaeb0d1bc8e3c70be1278b2f78d573115
v05_functional_full_324.pkl,10634884,2bccd71e5b640f97eec00bebb16bc8307ccd83aaf834db00b65105c6466a3fe3
v06_extended_growth.py,18346,23495a50ae594c3205d8800f0347e69c675a2da9bd02d4bbc3e75efbd0b94172
v06_structural_summary.py,4903,96f62d071ccce0844234773b8e97d2743bdbd74feb5b1566d42ee6545ae3e1d1
v06_full_run.py,3995,743eddec798b1418aec450731edc70c4bfe32794419ab487e5236acc93e622c2
v06_functional_96s.py,7631,d40cfc18b06107d58b1114aad1b38b13602bea9e0b421f0e8d00bb45d2e50689
v06_extended_growth_full.pkl,7118925,6a84a7c203372f41f85be3a3f53721565ce601d5951d92d7cabef4ee7971498b
v06_functional_96s_full_324.pkl,10636538,c3dbd94d72ed6186b325e25ade05be06d51a944f7736f9bc2ec3e80bb2a6744c
v07_rewiring.py,17262,324e0fc2878d54007db15c2d4ba9599cada76d76874e3da6c73e607c2dbe4f3e
v07_pilot.py,5716,f60815529b369e43bc4ada46315c874b08ee81edd07c1fd9757e5acc664429cc
v07_full_run.py,8130,d872696f038397d5745cdcb74faff4ce2968d37de5c184a1722a5e5d176060b0
v07_functional_pilot.py,2811,6ea2ca63db423198a9f2b9feaa92ae0a44be1b66fc4723c9077605568d73c151
v07_functional_full.py,5754,da62c31c5509f739c7f190fc9f1d41a24979dcd60944874e8d01fb8ede342e83
v07_rewiring_full.pkl,75917375,b864cd05c9e45acdeac8315404860d270a9a103508bee7921ff7aa3b84087a71
v07_functional_full_324.pkl,10486516,dc2b0dc9c335b181d3d0cffa6f9a04086c70e267587c4878a85ac381fd626266
v07_variance_decomposition.py,4976,86a2df2892700de0abd1b66b170c91c67cc76da1b82ecc49aecca824537b689f
